,Index,Family,Genus,Scientific Name,Japanese Name,Other Name,Western Name,Derivation,Season,In Bloom,Signifies,Search Names,Variants,青（ムーンダスト）,ドラセナ・フラグランス（幸福の木）,青,トゲ,ヒメユリ,黄,クルマユリ,プリムラ・シネンシス,ジャーマンアイリス,ササユリ,カノコユリ,プリムラ・オブコニカ,葉,カサブランカ,ハゴロモジャスミン,白いつぼみ,シダレヤナギ,ソメイヨシノ,ドラセナ・サンデリアーナ（ミリオンバンブー）,実,四つ葉,オニユリ,オレンジ,サトザクラ、ヤエザクラ,ピンク,シダレザクラ,ハナショウブ,プリムラ・ポリアンサ,プリムラ・マラコイデス,ヤマユリ,赤,赤いつぼみ,スカシユリ,白,クチベニズイセン,テッポウユリ,紫,ラッパスイセン,緋色,ドラセナ・コンシンネ,花,赤・ピンク,ロベリア・カーディナリス,フユザクラ,カンザクラ,木,ギンモクセイ,プリムラ・ジュリアン,デンファレ,ネコヤナギ,ヤマザクラ,カキツバタ
スグリ,155,スグリ科,スグリ属,Ribes uva-crispa,西洋酸塊 （セイヨウスグリ）,['丸酸塊（マルスグリ）、大酸塊（オオスグリ）'],['Gooseberry'],属名の学名「Ribes（リベス）」の語源は、アラビア語の「ribas（酸味）」やデンマーク語の「ribs（赤いスグリ）」など、諸説あります。和名の「酸塊（スグリ）」は、酸っぱい果実に由来します。英語では、セイヨウスグリはガチョウのベリーという意味の「Gooseberry（グーズベリー）」、赤い実をつけるフサスグリは「Redcurrant（レッドカラント）」、黒い（濃紫色）実をつけるクロスグリは「Blackcurrant（ブラックカラント）仏語ではカシス」と呼ばれます。,夏,['4月～6月（実の収穫期は7～8月）'],['あなたの不機嫌が私を苦しめる'],"['セイヨウスグリ', 'オオスグリ', 'だいすぐり', 'ダイスグリ', '西洋酸塊', '丸酸塊', 'せいようすぐり', 'おおすぐり', '大酸塊', 'まるすぐり', 'マルスグリ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
キキョウ,79,キキョウ科,キキョウ属,Platycodon grandiflorus,桔梗（キキョウ）,['岡止々岐（オカトトキ）'],"['Balloon flower, Chinese bellflower']",キキョウは、漢名の桔梗の音読み「キチコウ」が後に「キキョウ」に変化したといわれます。古名では「朝顔」と呼ばれ、『万葉集』で秋の七草として詠われた「朝貌の花」もキキョウであると考えられています。英語ではつぼみがふくらんだ風船のようなので「バルーン・フラワー（Balloon flower）」と呼ばれます。,夏～秋,['6月～9月'],['永遠の愛'],"['岡止々岐', 'ききょう', 'オカトトキ', '桔梗', 'キキョウ', 'おかととき', 'オカシ々シ', 'おかし々し']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ニリンソウ,215,キンポウゲ科,イチリンソウ属,Anemone flaccida,二輪草（ニリンソウ）,['フクベラ、鵝掌草（ガショウソウ）'],['Soft windflower'],属名の学名「Anemone（アネモネ）」は、ギリシア語の「anemos（風）」を語源とし、春の初めのおだやかな風が吹き始める頃に花を咲かせるからともいわれます。和名の「二輪草（ニリンソウ）」は、ひとつの茎から2輪ずつ花茎が伸びることにちなみます（まれに1輪や3輪のものもあります）。英語では「Soft windflower（柔らかな風の花）」と呼ばれます。なお、同属のアネモネは「Windflower（風の花）」ともいいます。,春,['3月～5月'],['友情'],"['ガショウクサ', 'ニリンソウ', '鵝掌草', 'がしょうくさ', 'ニリンクサ', 'がしょうそう', 'にりんくさ', '二輪草', 'にりんそう', 'フクベラ', 'ふくべら', 'ガショウソウ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
クローバー,97,マメ科,シャジクソウ属,Trifolium repens,白詰草（シロツメクサ）,['クローバー、詰草（ツメクサ）、オランダ紫雲英（オランダゲンゲ）、馬肥やし（ウマゴヤシ）'],"['Clover, White clover, White Dutch clover']",属名の学名「Trifolium（トリフォリウム）」は、ラテン語の「tres（数字の3）」と「folium（葉）」に由来し、三つ葉を意味します。和名の詰草（ツメクサ）は、江戸末期にオランダから輸入された器物や書物の梱包にクローバーの枯草が詰め物として使われていたことに由来します。,春～夏,['4月～7月'],['私を思って'],"['詰草', 'オランダ紫雲英', 'クローバー', 'おらんだげんげ', 'うまこえやし', '馬肥やし', 'くろーばー', 'ウマコエヤシ', 'つめくさ', 'シロツメクサ', 'ツメクサ', 'しろつめくさ', 'ウマゴヤシ', '白詰草', 'オランダゲンゲ', 'うまごやし']","['≪四つ葉≫「幸運」「私のものになって」', '≪白≫「私を思って」「約束」', '≪赤≫「勤勉」']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],"['幸運', '私のものになって']",[''],[''],[''],[''],[''],[''],[''],[''],[''],['勤勉'],[''],[''],"['私を思って', '約束']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
コスモス,105,キク科,コスモス属,Cosmos bipinnatus,秋桜（アキザクラ）,['コスモス、大春車菊（オオハルシャギク）'],['Cosmos'],属名の学名「Cosmos（コスモス）」は、ギリシア語の「kosmos（美しさ、調和、秩序、宇宙という意味）」に由来します。化粧品のコスメティクスも同じ語源になります。,夏～秋,['6月～11月'],['乙女の真心'],"['大春車菊', 'こすもす', '秋桜', 'コスモス', 'だいはるくるまきく', 'あきざくら', 'おおはるしゃぎく', 'ダイハルクルマキク', 'オオハルシャギク', 'アキザクラ']","['≪赤≫「愛情」「調和」', '≪白≫「優美」', '≪ピンク≫「純潔」']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['純潔'],[''],[''],[''],[''],[''],"['愛情', '調和']",[''],[''],['優美'],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
エビネ,43,ラン科,エビネ属,Calanthe discolor,海老根（エビネ）,['地海老根（ジエビネ）、藪海老根（ヤブエビネ）'],[],属名の学名「Calanthe（カランセ）」は、ギリシア語の「calos（美）」と「anthos（花）」を語源とし、花の美しさにちなむといわれます。和名の「海老根（エビネ）」は、偽球茎の形をエビに見立てたものといわれます。なお、英名はありません。,春,['4月～5月'],['謙虚'],"['ヤブエビネ', 'えびね', 'じえびね', '藪海老根', '地海老根', 'エビネ', 'ジエビネ', 'やぶえびね', '海老根', 'チエビネ', 'ちえびね']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
スカビオサ,154,スイカズラ科,マツムシソウ属,Scabiosa atropurpurea,西洋松虫草（セイヨウマツムシソウ）,['スカビオサ'],"['Pincushion flower, Sweet scabious']",属名の学名「Scabiosa（スカビオサ）」は、ラテン語の「scabiea（疥癬）」が語源となり、この属の植物が薬草として皮膚病に用いられたことに由来するといわれます。日本の固有種で山地の草原に生育するマツムシソウ（松虫草）も同属ですが、一般にスカビオサという名前で流通しているものの多くはセイヨウマツムシソウ（西洋松虫草）になります。なお、松虫草の語源には諸説あり、花が散ったあとの姿が仏具の「松虫鉦」に似ていることに由来するともいわれます。,初夏～秋,['6月～10月'],['不幸な愛'],"['せいようまつむしそう', 'スカビオサ', 'セイヨウマツムシクサ', '西洋松虫草', 'せいようまつむしくさ', 'セイヨウマツムシソウ', 'すかびおさ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ペンステモン,292,オオバコ科,イワブクロ属,Penstemon spp.,釣鐘柳（ツリガネヤナギ）,['ペンステモン'],['Beardtongue'],属名の学名「Penstemon（ペンステモン）」は、ギリシア語の「pente （5つ）」と「stemon（おしべ）」を語源とし、実際には4つのおしべですが、仮おしべ（花粉を出さない）が目立つことにより、5つのおしべに見えることにちなみます。ペンステモンの仮おしべは品種により様々な形を形成します。毛むくじゃらのような外見のものもあり、英語では「Beardtongue（あごひげの舌）」と呼ばれています。,夏,['6月～9月'],['あなたに見とれています'],"['釣鐘柳', 'ツリガネヤナギ', 'ペンステモン', 'つりがねやなぎ', 'ぺんすてもん']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
トウワタ,196,キョウチクトウ科,トウワタ属,Asclepias curassavica,唐綿（トウワタ）,['アスクレピアス'],"['Milkweed, Bloodflower, Tropical milkweed, Scarlet milkweed, Mexican butterfly weed']",和名の「唐綿（トウワタ）」は、この植物が外国から渡来し、タネに白い綿毛（冠毛）があることに由来します。属名の学名「Asclepias（アスクレピアス）」は、ギリシア神話に登場する名医アスクレーピオス（Aesculapius）の名前にちなみます。なお、トウワタやヤナギトウワタなどは「アスクレピアス」の名前でも流通しています。英語では「Milkweed」「Bloodflower」「Tropical milkweed」などと呼ばれています。,夏～秋,['7月～9月'],['私を行かせて'],"['唐綿', 'あすくれぴあす', 'アスクレピアス', 'トウワタ', 'とうわた']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
アゲラタム,6,キク科,カッコウアザミ属,Ageratum houstonianum,大霍香薊（オオカッコウアザミ）,['アゲラタム'],"['Floss flower, Ageratum']",属名の学名「Ageratum（アゲラタム）」は、ギリシア語の「ageratos（不老）」を語源とし、長い花期や鮮やかな花色が長い間保たれることにちなむといわれます。和名の「大霍香薊（オオカッコウアザミ）」は、葉がシソ科のカッコウ（霍香）に似て、花がアザミ（薊）に似ていることに由来するともいわれます。英語では「Floss flower」などと呼ばれます。,初夏～秋,['5月～11月'],['信頼'],"['だいかくかおりあざみ', 'ダイカクカオリアザミ', '大霍香薊', 'オオカッコウアザミ', 'アゲラタム', 'あげらたむ', 'おおかっこうあざみ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ルリタマアザミ,364,キク科,ヒゴタイ属,Echinops ritro,瑠璃玉薊（ルリタマアザミ）,['裏白平江帯（ウラジロヒゴタイ）、エキノプス'],['Small globe thistle'],属名の学名「Echinops（エキノプス）」は、ギリシア語の「echinos（ハリネズミ）」と「ops（似ている）」を語源とし、 球形の花がトゲだらけに見えることに由来します。和名の「瑠璃玉薊（ルリタマアザミ）」は、瑠璃色の玉のような花を咲かせ、ギザギザでトゲのある葉がアザミに似ていることにちなみます。英語では「Small globe thistle（小さな球形のアザミ）」と呼ばれます。,夏,['6月～8月'],['鋭敏'],"['裏白平江帯', 'うらじろひらえおび', 'エキノプス', 'ウラジロヒゴタイ', 'えきのぷす', 'ウラジロヒラエオビ', 'うらじろひごたい', '瑠璃玉薊', 'ルリタマアザミ', 'るりたまあざみ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ミツバツツジ,320,ツツジ科,ツツジ属,Rhododendron dilatatum,三葉躑躅（ミツバツツジ）,['一番躑躅（イチバンツツジ）'],[],和名の「三葉躑躅（ミツバツツジ）」は、花後や開花と同時に、枝先に3枚のひし形の葉をつけることに由来します。なお、英名はありません。,春,['4月～5月'],['節制'],"['イチバンテキチョク', 'ミツバツツジ', '三葉躑躅', 'イチバンツツジ', 'いちばんつつじ', 'いちばんてきちょく', 'みつばつつじ', 'みつばてきちょく', 'ミツバテキチョク', '一番躑躅']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
マツバギク,309,ハマミズナ科,ランプランサス属,Lampranthus spectabilis,松葉菊（マツバギク）,[],"['Trailing ice plant, Fig marigold']",属名の学名「Lampranthus（ランプランサス）」は、ギリシア語の「lampros（輝く）」と「anthos（花）」を語源とし、花びらに光沢があることにちなむともいわれます。和名の「松葉菊（マツバギク）」は、この植物の多肉質で松葉のような葉とキクのような花姿に由来します。英語では「Trailing ice plant」や「Fig marigold」と呼ばれます。,春～夏,['4月～8月'],['怠惰'],"['まつばぎく', 'マツバキク', 'まつばきく', 'マツバギク', '松葉菊']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ハボタン,239,アブラナ科,アブラナ属,Brassica oleracea var. acephala,葉牡丹（ハボタン）,['牡丹菜（ボタンナ）、阿蘭陀菜（オランダナ）、ハナキャベツ'],"['Flowering kale, Ornamental kale, Ornamental cabbage']",和名の「葉牡丹（ハボタン）」は、重なり合った美しい葉をボタンの花に見立てて名づけられました。英語では「Flowering kale（花のようなケール）」や「Ornamental kale（観賞用のケール）」「Ornamental cabbage（観賞用のキャベツ）」などと呼ばれます。,冬,['11月～3月（観賞期）、3月～5月（花）'],['祝福'],"['阿蘭陀菜', 'はぼたん', 'ぼたんな', 'はなきゃべつ', 'おらんだな', 'ハボタン', '牡丹菜', 'ボタンナ', 'ハナキャベツ', '葉牡丹', 'オランダナ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
